Card ID,Card Name,Expansion,Collection Number,Category,Pokemon Stage,Previous Stage,HP,Energy Type,Trainer Type,Rule,Weakness,Resistance,Retreat Cost,Move 1 Name,Move 1 Energy Cost,Move 1 Damage,Move 1 Effect,Move 2 Name,Move 2 Energy Cost,Move 2 Damage,Move 2 Effect,Ability Name,Ability Effect,Explanation / Synergy Tag
GEN-11465,Vaporeon,Darkness Ablaze,177/220,Pokemon,Basic,,80,Water,,,Lightning x2,None,2,Ice Beam,1 W,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Blizzard,,30,,,,Standard basic Water starter for Vaporeon evolution tree.
GEN-11466,Basic Darkness Energy,Evolving Skies,037/220,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
GEN-11467,Basic Water Energy,Vivid Voltage,213/220,Energy,,,,Water,Basic,,,,,,,,,,,,,,Provides 1 Water Energy.,Energy card: Basic (Water)
GEN-11468,Counter Catcher,Rebel Clash,116/220,Trainer,,,,,Item,,,,,,,,,,,,,,Can be played only when behind in prizes. Switch 1 opponent Benched Pokemon to Active.,Trainer card: Item (comeback_gust)
GEN-11469,Zeraora VSTAR,Fusion Strike,185/220,Pokemon,Basic,,230,Lightning,,VSTAR Rule: Opponent takes 2 Prizes.,Fighting x2,None,1,Discharge,2 L,200,,,,300,,,,Meta tier-1 rule-box flagship Zeraora VSTAR.
GEN-11470,Basic Fighting Energy,Lost Origin,029/220,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
GEN-11471,Boss's Orders,Obsidian Flames,200/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Switch 1 of your opponent's Benched Pokemon to the Active Spot.,Trainer card: Supporter (gust)
GEN-11472,Therapeutic Energy,Fusion Strike,179/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
GEN-11473,Jet Energy,Rebel Clash,035/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
GEN-11474,Mesagoza,Lost Origin,106/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,"Once per turn, flip a coin. If heads, search deck for a Pokemon and put into hand.",Trainer card: Stadium (search_stadium)
GEN-11475,Trekking Shoes,Pokemon 151,116/220,Trainer,,,,,Item,,,,,,,,,,,,,,Look at top card of deck. Put into hand or discard and draw 1.,Trainer card: Item (cantrip_draw)
GEN-11476,Charizard ex,Rebel Clash,046/220,Pokemon,Stage 2,Charmeleon,280,Fairy,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Water x2,None,2,Infernal Reign,2 F,220,This attack does 30 more damage for each Prize card your opponent has taken.,Flare Strike,3 F,,,,,Meta tier-1 rule-box flagship Charizard ex.
GEN-11477,Basic Grass Energy,Twilight Masquerade,152/220,Energy,,,,Grass,Basic,,,,,,,,,,,,,,Provides 1 Grass Energy.,Energy card: Basic (Grass)
GEN-11478,Neutral Center,Vivid Voltage,052/220,Trainer,,,,,Stadium,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,ACE SPEC: Prevent all damage done to non-Rule-Box Pokemon by attacks from opponent's Pokemon ex/V.,Trainer card: Stadium (ace_defense_stadium)
GEN-11479,Basic Fire Energy,Pokemon 151,024/220,Energy,,,,Fire,Basic,,,,,,,,,,,,,,Provides 1 Fire Energy.,Energy card: Basic (Fire)
GEN-11480,Nest Ball,Evolving Skies,083/220,Trainer,,,,,Item,,,,,,,,,,,,,,Search your deck for a Basic Pokemon and put it onto your Bench.,Trainer card: Item (search_basic_bench)
GEN-11481,Super Rod,Shrouded Fable,167/220,Trainer,,,,,Item,,,,,,,,,,,,,,Shuffle up to 3 in any combination of Pokemon and Basic Energy from discard into deck.,Trainer card: Item (recycling)
GEN-11482,Roseanne's Backup,Paldea Evolved,204/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
GEN-11483,Dudunsparce ex,Battle Styles,184/220,Pokemon,Stage 1,Dunsparce,320,Colorless,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,1,Swift,2 C,240,,Quick Attack,3 C,260,,,,Meta tier-1 rule-box flagship Dudunsparce ex.
GEN-11484,Cornerstone Mask Ogerpon,Obsidian Flames,024/220,Pokemon,Basic,,60,Fighting,,,Grass x2,None,1,Stone Edge,1 F,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Close Combat,2 F,,,,,Standard basic Fighting starter for Cornerstone Mask Ogerpon evolution tree.
GEN-11485,Geodude,Shrouded Fable,181/220,Pokemon,Basic,,60,Fighting,,,Grass x2,None,3,Hammer Arm,1 F,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Dynamic Punch,,30,,,,Standard basic Fighting starter for Geodude evolution tree.
GEN-11486,Basic Grass Energy,Sword & Shield Base,163/220,Energy,,,,Grass,Basic,,,,,,,,,,,,,,Provides 1 Grass Energy.,Energy card: Basic (Grass)
GEN-11487,Technical Machine: Devolution,Rebel Clash,022/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,Attack for 1 Colorless: Devolve all opponent evolved Pokemon.,Trainer card: Pokemon Tool (disruption_tool)
GEN-11488,Basic Metal Energy,Twilight Masquerade,182/220,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
GEN-11489,Path to the Peak,Lost Origin,187/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,Pokemon with a Rule Box have no Abilities.,Trainer card: Stadium (rulebox_lock)
GEN-11490,Basic Darkness Energy,Shrouded Fable,157/220,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
GEN-11491,Pidgeot,Surging Sparks,097/220,Pokemon,Stage 2,Pidgeotto,140,Colorless,,,Lightning x2,Fighting -30,1,Body Slam,2 C 1 C,180,This attack does 30 damage to each of your opponent's Benched Pokemon.,,,,,,,Stage 2 heavy attacker / archetype anchor Pidgeot.
GEN-11492,Jet Energy,Lost Origin,098/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
GEN-11493,Gouging Fire,Sword & Shield Base,197/220,Pokemon,Basic,,90,Fire,,,Water x2,None,2,Flare Strike,1 F,20,,,2 F,40,,,"Once during your turn, you may draw 1 card.",Standard basic Fire starter for Gouging Fire evolution tree.
GEN-11494,Castform,Sword & Shield Base,086/220,Pokemon,Basic,,70,Colorless,,,Fighting x2,None,1,Tackle,1 C,30,,Trinity Nova,2 C,30,,Castform's Intuition,"Once during your turn, you may draw 1 card.",Standard basic Colorless starter for Castform evolution tree.
GEN-11495,Reversal Energy,Crown Zenith,169/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
GEN-11496,Iron Crown,Fusion Strike,042/220,Pokemon,Basic,,60,Metal,,,Fire x2,Grass -30,2,Star Chronos,1 M,30,,,,,,Iron Crown's Intuition,,Standard basic Metal starter for Iron Crown evolution tree.
GEN-11497,Deino,Astral Radiance,046/220,Pokemon,Stage 2,Zweilous,170,Darkness,,,Grass x2,None,4,Crunch,2 D 1 C,160,This attack does 30 damage to each of your opponent's Benched Pokemon.,Sucker Punch,,180,,,,Stage 2 heavy attacker / archetype anchor Deino.
GEN-11498,Irida,Crown Zenith,014/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search deck for a Water Pokemon and an Item card.,Trainer card: Supporter (search_water_item)
GEN-11499,Beach Court,Sword & Shield Base,079/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,The retreat cost of each Basic Pokemon is 1 less.,Trainer card: Stadium (basic_mobility_stadium)
GEN-11500,Counter Catcher,Obsidian Flames,187/220,Trainer,,,,,Item,,,,,,,,,,,,,,Can be played only when behind in prizes. Switch 1 opponent Benched Pokemon to Active.,Trainer card: Item (comeback_gust)
GEN-11501,Basic Grass Energy,Silver Tempest,074/220,Energy,,,,Grass,Basic,,,,,,,,,,,,,,Provides 1 Grass Energy.,Energy card: Basic (Grass)
GEN-11502,Garchomp ex,Paradox Rift,047/220,Pokemon,Stage 2,Gabite,330,Fighting,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Grass x2,None,0,Aura Sphere,2 F,220,,Stone Edge,,260,,,,Meta tier-1 rule-box flagship Garchomp ex.
GEN-11503,Lucario,Silver Tempest,034/220,Pokemon,Basic,,70,Fighting,,,Psychic x2,None,2,Aura Sphere,1 F,30,,Drain Punch,,30,,,,Standard basic Fighting starter for Lucario evolution tree.
GEN-11504,Kieran,Lost Origin,001/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Choose 1: Switch Active with Bench; or this turn attacks do 30 more damage to Active ex/V.,Trainer card: Supporter (damage_buff_switch)
GEN-11505,Gengar,Lost Origin,196/220,Pokemon,Stage 2,Haunter,180,Psychic,,,Darkness x2,Fighting -30,2,Mind Bend,2 P 1 C,120,,,3 P,180,,,,Stage 2 heavy attacker / archetype anchor Gengar.
GEN-11506,Battle VIP Pass,Darkness Ablaze,004/220,Trainer,,,,,Item,,,,,,,,,,,,,,Can only be played on your first turn. Search deck for up to 2 Basic Pokemon to bench.,Trainer card: Item (setup_basics)
GEN-11507,Basic Fire Energy,Shrouded Fable,128/220,Energy,,,,Fire,Basic,,,,,,,,,,,,,,Provides 1 Fire Energy.,Energy card: Basic (Fire)
GEN-11508,Basic Fighting Energy,Vivid Voltage,140/220,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
GEN-11509,Sceptile,Obsidian Flames,156/220,Pokemon,Stage 2,Grovyle,180,Grass,,,Fire x2,None,2,Vine Whip,2 G 1 C,120,,Spore Burst,,180,,,,Stage 2 heavy attacker / archetype anchor Sceptile.
GEN-11510,Basic Psychic Energy,Astral Radiance,061/220,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
GEN-11511,Judge,Paldea Evolved,151/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Each player shuffles their hand into their deck and draws 4 cards.,Trainer card: Supporter (disruption_draw)
GEN-11512,Raihan,Silver Tempest,122/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Can be played only if your Pokemon was Knocked Out last turn. Attach 1 basic Energy from discard to 1 Pokemon, then search deck for any 1 card.",Trainer card: Supporter (comeback_search)
GEN-11513,Basic Grass Energy,Twilight Masquerade,105/220,Energy,,,,Grass,Basic,,,,,,,,,,,,,,Provides 1 Grass Energy.,Energy card: Basic (Grass)
GEN-11514,Basic Grass Energy,Fusion Strike,021/220,Energy,,,,Grass,Basic,,,,,,,,,,,,,,Provides 1 Grass Energy.,Energy card: Basic (Grass)
GEN-11515,Luminous Energy,Lost Origin,154/220,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
GEN-11516,Rowlet,Paldea Evolved,063/220,Pokemon,Basic,,50,Grass,,,Fire x2,None,1,Energy Ball,1 G,30,,Petal Dance,,,,Rowlet's Intuition,,Standard basic Grass starter for Rowlet evolution tree.
GEN-11517,Jet Energy,Vivid Voltage,072/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
GEN-11518,Reversal Energy,Stellar Crown,161/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
GEN-11519,Mist Energy,Twilight Masquerade,210/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
GEN-11520,Penny,Paldea Evolved,013/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
GEN-11521,Arven,Paldean Fates,038/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Search your deck for an Item card and a Pokemon Tool card, reveal them, and put them into your hand.",Trainer card: Supporter (search_item_tool)
GEN-11522,Vaporeon VMAX,Darkness Ablaze,168/220,Pokemon,Basic,,220,Water,,VSTAR Rule: Opponent takes 2 Prizes.,Lightning x2,None,2,Aqua Tail,2 W,220,,Ice Beam,,,,,,Meta tier-1 rule-box flagship Vaporeon VMAX.
GEN-11523,Defiance Band,Chilling Reign,010/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,"If behind in prizes, attacks do 30 more damage to Active Pokemon.",Trainer card: Pokemon Tool (comeback_tool)
GEN-11524,Hydreigon ex,Astral Radiance,219/220,Pokemon,Stage 2,Zweilous,220,Darkness,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Grass x2,None,3,Night Slash,2 D,200,,Frenzy Gouging,3 D,,,,,Meta tier-1 rule-box flagship Hydreigon ex.
GEN-11525,Blaziken,Brilliant Stars,171/220,Pokemon,Stage 2,Combusken,170,Fire,,,Water x2,None,3,Fire Blast,2 F 1 C,120,,Flamethrower,3 F,,,,"Once during your turn, you may attach 1 Basic Energy from your hand to this Pokemon.",Stage 2 heavy attacker / archetype anchor Blaziken.
GEN-11526,Gift Energy,Crown Zenith,215/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
GEN-11527,Luminous Energy,Surging Sparks,077/220,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
GEN-11528,Hisuian Heavy Ball,Surging Sparks,023/220,Trainer,,,,,Item,,,,,,,,,,,,,,Look at face-down Prize cards. Swap a Basic Pokemon found there with this card.,Trainer card: Item (prize_check_rescue)
GEN-11529,Psyduck,Astral Radiance,028/220,Pokemon,Basic,,80,Water,,,Lightning x2,None,1,Blizzard,1 W,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,2 W,30,,Psyduck's Intuition,,Standard basic Water starter for Psyduck evolution tree.
GEN-11530,Beach Court,Rebel Clash,046/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,The retreat cost of each Basic Pokemon is 1 less.,Trainer card: Stadium (basic_mobility_stadium)
GEN-11531,Snorlax,Astral Radiance,173/220,Pokemon,Basic,,70,Colorless,,,Fighting x2,None,4,Quick Attack,1 C,20,,Tackle,,40,,,,Standard basic Colorless starter for Snorlax evolution tree.
GEN-11532,Energy Retrieval,Sword & Shield Base,157/220,Trainer,,,,,Item,,,,,,,,,,,,,,Put up to 2 Basic Energy cards from your discard pile into your hand.,Trainer card: Item (energy_recovery)
GEN-11533,Kieran,Silver Tempest,178/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Choose 1: Switch Active with Bench; or this turn attacks do 30 more damage to Active ex/V.,Trainer card: Supporter (damage_buff_switch)
GEN-11534,Grookey,Temporal Forces,153/220,Pokemon,Stage 2,Thwackey,170,Grass,,,Fire x2,None,3,Vine Whip,2 G 1 C,120,,,,,,,"Once during your turn, you may attach 1 Basic Energy from your hand to this Pokemon.",Stage 2 heavy attacker / archetype anchor Grookey.
GEN-11535,Reversal Energy,Evolving Skies,202/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
GEN-11536,Reversal Energy,Astral Radiance,046/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
GEN-11537,Basic Fire Energy,Lost Origin,192/220,Energy,,,,Fire,Basic,,,,,,,,,,,,,,Provides 1 Fire Energy.,Energy card: Basic (Fire)
GEN-11538,Gift Energy,Rebel Clash,093/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
GEN-11539,Pignite,Paldean Fates,024/220,Pokemon,Stage 1,Tepig,130,Fire,,,Water x2,None,3,Flamethrower,2 F,80,,,3 F,100,,,,Stage 1 pivot & engine bridge for Pignite lineup.
GEN-11540,Mirage Gate,Darkness Ablaze,083/220,Trainer,,,,,Item,,,,,,,,,,,,,,Can only be played if you have 7+ cards in Lost Zone. Search deck for 2 different basic Energy and attach.,Trainer card: Item (lost_zone_accel)
GEN-11541,Forest Seal Stone,Astral Radiance,098/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,Star Order Ability: Search your deck for any 1 card and put it into hand.,Trainer card: Pokemon Tool (vstar_power_tool)
GEN-11542,Lugia VSTAR,Paldean Fates,195/220,Pokemon,Basic,,280,Colorless,,VSTAR Rule: Opponent takes 2 Prizes.,Lightning x2,Fighting -30,2,Quick Search,2 C,180,,Swift,,260,,,,Meta tier-1 rule-box flagship Lugia VSTAR.
GEN-11543,Lake Acuity,Sword & Shield Base,216/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,Water and Fighting Pokemon with Water or Fighting Energy take 20 less damage from attacks.,Trainer card: Stadium (defense_stadium)
GEN-11544,Jet Energy,Lost Origin,017/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
GEN-11545,Earthen Vessel,Battle Styles,121/220,Trainer,,,,,Item,,,,,,,,,,,,,,Discard 1 card from hand. Search deck for up to 2 Basic Energy cards into hand.,Trainer card: Item (energy_search)
GEN-11546,Inkay,Silver Tempest,032/220,Pokemon,Basic,,90,Darkness,,,Grass x2,None,1,Frenzy Gouging,1 D,30,,Night Slash,2 D,30,,,"Once during your turn, you may draw 1 card.",Standard basic Darkness starter for Inkay evolution tree.
GEN-11547,Basic Grass Energy,Rebel Clash,071/220,Energy,,,,Grass,Basic,,,,,,,,,,,,,,Provides 1 Grass Energy.,Energy card: Basic (Grass)
GEN-11548,Hisuian Heavy Ball,Pokemon 151,135/220,Trainer,,,,,Item,,,,,,,,,,,,,,Look at face-down Prize cards. Swap a Basic Pokemon found there with this card.,Trainer card: Item (prize_check_rescue)
GEN-11549,Town Store,Paldean Fates,135/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,"Once per turn, each player may search deck for a Pokemon Tool card into hand.",Trainer card: Stadium (tool_search_stadium)
GEN-11550,Penny,Obsidian Flames,179/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
GEN-11551,Penny,Battle Styles,157/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
GEN-11552,Swampert ex,Scarlet & Violet Base,028/220,Pokemon,Stage 2,Marshtomp,230,Water,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Lightning x2,None,3,Wave Splash,2 W,160,,Aqua Tail,3 W,,,,,Meta tier-1 rule-box flagship Swampert ex.
GEN-11553,Reversal Energy,Crown Zenith,187/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
GEN-11554,Double Turbo Energy,Scarlet & Violet Base,136/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
GEN-11555,Iron Hands ex,Scarlet & Violet Base,124/220,Pokemon,Basic,,230,Colorless,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,4,Lightning Strike,2 L,280,,Thunderbolt,3 L,260,,,,Meta tier-1 rule-box flagship Iron Hands ex.
GEN-11556,Dudunsparce ex,Battle Styles,177/220,Pokemon,Stage 1,Dunsparce,320,Colorless,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fighting x2,None,1,Swift,2 C,240,,Quick Attack,3 C,260,,,,Meta tier-1 rule-box flagship Dudunsparce ex.
GEN-11557,Legacy Energy,Surging Sparks,202/220,Energy,,,,Rainbow,Special,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,"ACE SPEC: Provides all Energy types. When attached Pokemon is KO'd by damage, opponent takes 1 less prize.",Energy card: Special (Rainbow)
GEN-11558,Basic Metal Energy,Paldea Evolved,074/220,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
GEN-11559,Lake Acuity,Lost Origin,156/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,Water and Fighting Pokemon with Water or Fighting Energy take 20 less damage from attacks.,Trainer card: Stadium (defense_stadium)
GEN-11560,Unfair Stamp,Scarlet & Violet Base,067/220,Trainer,,,,,Item,ACE SPEC Rule: You can't have more than 1 ACE SPEC card in your deck.,,,,,,,,,,,,,ACE SPEC: Can be played only after KO. Opponent shuffles hand and draws 2; you draw 5.,Trainer card: Item (ace_spec_disruption)
GEN-11561,Basic Metal Energy,Rebel Clash,148/220,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
GEN-11562,Mirage Gate,Scarlet & Violet Base,091/220,Trainer,,,,,Item,,,,,,,,,,,,,,Can only be played if you have 7+ cards in Lost Zone. Search deck for 2 different basic Energy and attach.,Trainer card: Item (lost_zone_accel)
GEN-11563,Weavile,Silver Tempest,158/220,Pokemon,Stage 1,Sneasel,100,Darkness,,,Grass x2,None,1,Frenzy Gouging,2 D,50,,Shadow Claw,3 D,,,,,Stage 1 pivot & engine bridge for Weavile lineup.
GEN-11564,Reversal Energy,Silver Tempest,128/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
GEN-11565,Basic Darkness Energy,Chilling Reign,187/220,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
GEN-11566,Luminous Energy,Pokemon 151,128/220,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
GEN-11567,Basic Psychic Energy,Paldean Fates,207/220,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
GEN-11568,Boss's Orders,Obsidian Flames,157/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Switch 1 of your opponent's Benched Pokemon to the Active Spot.,Trainer card: Supporter (gust)
GEN-11569,Briar,Darkness Ablaze,182/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,"If opponent has 2 prize cards left, taking KO with Tera Pokemon takes 1 more prize.",Trainer card: Supporter (prize_modifier)
GEN-11570,Superior Energy Retrieval,Shrouded Fable,050/220,Trainer,,,,,Item,,,,,,,,,,,,,,Discard 2 cards from hand. Put up to 4 Basic Energy cards from discard into hand.,Trainer card: Item (mass_energy_recovery)
GEN-11571,Venusaur ex,Astral Radiance,031/220,Pokemon,Stage 2,Ivysaur,320,Grass,,"Pokemon ex Rule: When your Pokemon ex is Knocked Out, your opponent takes 2 Prize cards.",Fire x2,None,1,Giga Drain,2 G,160,,,,,,,,Meta tier-1 rule-box flagship Venusaur ex.
GEN-11572,Charmeleon,Rebel Clash,120/220,Pokemon,Stage 1,Charmander,120,Fire,,,Water x2,None,2,Heat Wave,2 F,70,,Ember,,,,,,Stage 1 pivot & engine bridge for Charmeleon lineup.
GEN-11573,Choice Belt,Scarlet & Violet Base,204/220,Trainer,,,,,Pokemon Tool,,,,,,,,,,,,,,Attacks of the Pokemon this card is attached to do 30 more damage to Active Pokemon V.,Trainer card: Pokemon Tool (damage_tool)
GEN-11574,Riolu,Silver Tempest,189/220,Pokemon,Stage 1,Lucario,130,Fighting,,,Psychic x2,None,2,Close Combat,2 F,80,,Aura Sphere,3 F,80,,,,Stage 1 pivot & engine bridge for Riolu lineup.
GEN-11575,Penny,Evolving Skies,205/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
GEN-11576,Scyther,Stellar Crown,107/220,Pokemon,Stage 1,Scizor,110,Metal,,,Fire x2,Grass -30,1,Iron Head,2 M,80,Discard an Energy from this Pokemon to deal 30 more damage.,,3 M,90,,,,Stage 1 pivot & engine bridge for Scyther lineup.
GEN-11577,Town Store,Paldean Fates,012/220,Trainer,,,,,Stadium,,,,,,,,,,,,,,"Once per turn, each player may search deck for a Pokemon Tool card into hand.",Trainer card: Stadium (tool_search_stadium)
GEN-11578,Hisuian Heavy Ball,Surging Sparks,090/220,Trainer,,,,,Item,,,,,,,,,,,,,,Look at face-down Prize cards. Swap a Basic Pokemon found there with this card.,Trainer card: Item (prize_check_rescue)
GEN-11579,Mist Energy,Paldean Fates,207/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
GEN-11580,Basic Fighting Energy,Crown Zenith,055/220,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
GEN-11581,Toedscool,Twilight Masquerade,164/220,Pokemon,Basic,,60,Grass,,,Fire x2,None,2,Forest Blast,1 G,30,,,2 G,50,,,,Standard basic Grass starter for Toedscool evolution tree.
GEN-11582,Raihan,Chilling Reign,177/220,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Can be played only if your Pokemon was Knocked Out last turn. Attach 1 basic Energy from discard to 1 Pokemon, then search deck for any 1 card.",Trainer card: Supporter (comeback_search)
GEN-11583,Escape Rope,Chilling Reign,066/220,Trainer,,,,,Item,,,,,,,,,,,,,,Each player switches their Active Pokemon with 1 of their Benched Pokemon.,Trainer card: Item (mutual_switch)
GEN-11584,Lugia VSTAR,Paldean Fates,079/220,Pokemon,Basic,,280,Colorless,,VSTAR Rule: Opponent takes 2 Prizes.,Lightning x2,Fighting -30,2,Quick Search,2 C,180,,Swift,,260,,,,Meta tier-1 rule-box flagship Lugia VSTAR.
GEN-11585,Mirage Gate,Lost Origin,130/220,Trainer,,,,,Item,,,,,,,,,,,,,,Can only be played if you have 7+ cards in Lost Zone. Search deck for 2 different basic Energy and attach.,Trainer card: Item (lost_zone_accel)
GEN-11586,Jet Energy,Battle Styles,083/220,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
